15-Dec-23 11:43:00 AM	"MAC Address"	"Vendor"	"SSID"	"Access Point Name"	"Connected AP"	"Signal Strength"	"Quality"	"Station Count"	"Frequency"	"Position"	"Info"	"Adapter"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:DD:E2	""	"TUD-facility"	""	""	-83	36	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:DD:E0	""	"eduroam"	""	""	-83	36	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:D2	""	"TUD-facility"	""	""	-82	39	"0"	"Ch 112 [5.560 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:D1	""	"tudelft-dastud"	""	""	-82	39	"0"	"Ch 112 [5.560 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5B:E9:A2	""	"TUD-facility"	""	""	-82	39	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 61% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:02	""	"TUD-facility"	""	""	-82	39	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 47% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:D2:C0	""	"eduroam"	""	""	-81	42	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:D2:C1	""	"tudelft-dastud"	""	""	-81	42	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:00	""	"eduroam"	""	""	-81	42	"2"	"Ch 1 [2.412 GHz]"	""	"2 Stations, 46% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:01	""	"tudelft-dastud"	""	""	-80	45	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 47% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:12	""	"TUD-facility"	""	""	-80	45	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:10	""	"eduroam"	""	""	-80	45	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:11	""	"tudelft-dastud"	""	""	-80	45	"1"	"Ch 136 [5.680 GHz]"	""	"1 Station, 3% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:D2:C2	""	"TUD-facility"	""	""	-79	48	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:C1	""	"tudelft-dastud"	""	""	-79	48	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 33% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:C2	""	"TUD-facility"	""	""	-78	51	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 44% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:C0	""	"eduroam"	""	""	-78	51	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 33% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:00	""	"eduroam"	""	""	-78	51	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 53% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:02	""	"TUD-facility"	""	""	-77	54	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 53% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:10	""	"eduroam"	""	""	-77	54	"45"	"Ch 52 [5.260 GHz]"	""	"45 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:01	""	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 32% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:10	""	"eduroam"	""	""	-76	57	"15"	"Ch 36 [5.180 GHz]"	""	"15 Stations, 56% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	1C:28:AF:5C:3A:01	""	"tudelft-dastud"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 53% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	22:10:A3:63:90:43	""	"Kimi wa shoujo na no?"	""	""	-76	57	""	"Ch 1 [2.412 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:00	""	"eduroam"	""	""	-76	57	"3"	"Ch 6 [2.437 GHz]"	""	"3 Stations, 32% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:41	""	"tudelft-dastud"	""	""	-76	57	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 58% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:42	""	"TUD-facility"	""	""	-75	60	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 57% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:E0	""	"eduroam"	""	""	-75	60	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 18% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:02	""	"TUD-facility"	""	""	-75	60	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 32% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:50	""	"eduroam"	""	""	-74	63	"42"	"Ch 48 [5.240 GHz]"	""	"42 Stations, 22% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:40	""	"eduroam"	""	""	-73	66	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 57% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:12	""	"TUD-facility"	""	""	-72	69	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:11	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 56% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:FA:11	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 52 [5.260 GHz]"	""	"0 Stations, 12% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:51	""	"tudelft-dastud"	""	""	-71	72	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 22% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:50:12	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 56% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:99:52	""	"TUD-facility"	""	""	-71	72	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 22% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:F2	""	"TUD-facility"	""	""	-61	79	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:F1	""	"tudelft-dastud"	""	""	-61	79	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:F0	""	"eduroam"	""	""	-61	79	"15"	"Ch 64 [5.320 GHz]"	""	"15 Stations, 38% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:D2	""	"TUD-facility"	""	""	-60	79	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:D1	""	"tudelft-dastud"	""	""	-60	79	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:D0	""	"eduroam"	""	""	-60	79	"5"	"Ch 44 [5.220 GHz]"	""	"5 Stations, 19% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:E2	""	"TUD-facility"	""	""	-60	79	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 18% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:EA:E1	""	"tudelft-dastud"	""	""	-60	79	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 18% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:C2	""	"TUD-facility"	""	""	-59	79	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:C1	""	"tudelft-dastud"	""	""	-58	80	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 38% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:A8:C0	""	"eduroam"	""	"Connected AP"	-56	80	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 41% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:29 AM	D0:4D:C6:F2:66:D0	""	"eduroam"	""	""	-82	39	"24"	"Ch 112 [5.560 GHz]"	""	"24 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5B:E9:B0	""	"eduroam"	""	""	-91	12	"27"	"Ch 100 [5.500 GHz]"	""	"27 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5B:E9:B2	""	"TUD-facility"	""	""	-91	12	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:61:E6:A0	""	"eduroam"	""	""	-91	12	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 26% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5B:E9:B1	""	"tudelft-dastud"	""	""	-90	15	"0"	"Ch 100 [5.500 GHz]"	""	"0 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	82:13:3B:51:EB:8C	""	"iPhone van Roos"	""	""	-90	15	""	"Ch 6 [2.437 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	9A:DF:15:EC:B2:2C	""	"Galaxy S206aec"	""	""	-89	18	""	"Ch 6 [2.437 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:F2	""	"TUD-facility"	""	""	-87	24	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:F0	""	"eduroam"	""	""	-87	24	"25"	"Ch 136 [5.680 GHz]"	""	"25 Stations, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:F1	""	"tudelft-dastud"	""	""	-87	24	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 25% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:D2	""	"TUD-facility"	""	""	-87	24	"0"	"Ch 56 [5.280 GHz]"	""	"0 Stations, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:D1	""	"tudelft-dastud"	""	""	-87	24	"1"	"Ch 56 [5.280 GHz]"	""	"1 Station, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:D0	""	"eduroam"	""	""	-87	24	"14"	"Ch 56 [5.280 GHz]"	""	"14 Stations, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:E0	""	"eduroam"	""	""	-83	36	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:E2	""	"TUD-facility"	""	""	-83	36	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:DD:E1	""	"tudelft-dastud"	""	""	-83	36	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 30% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:C1	""	"tudelft-dastud"	""	""	-83	36	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 15% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:66:D2	""	"TUD-facility"	""	""	-82	39	"0"	"Ch 112 [5.560 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:66:D1	""	"tudelft-dastud"	""	""	-82	39	"0"	"Ch 112 [5.560 GHz]"	""	"0 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:66:D0	""	"eduroam"	""	""	-82	39	"24"	"Ch 112 [5.560 GHz]"	""	"24 Stations, 7% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:FA:00	""	"eduroam"	""	""	-81	42	"2"	"Ch 1 [2.412 GHz]"	""	"2 Stations, 46% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5C:3A:11	""	"tudelft-dastud"	""	""	-80	45	"1"	"Ch 136 [5.680 GHz]"	""	"1 Station, 24% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:C0	""	"eduroam"	""	""	-80	45	"1"	"Ch 6 [2.437 GHz]"	""	"1 Station, 15% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5C:3A:10	""	"eduroam"	""	""	-79	48	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 24% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:66:C1	""	"tudelft-dastud"	""	""	-79	48	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 33% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:D2:C2	""	"TUD-facility"	""	""	-79	48	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 21% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	1C:28:AF:5C:3A:12	""	"TUD-facility"	""	""	-79	48	"0"	"Ch 136 [5.680 GHz]"	""	"0 Stations, 24% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:50:11	""	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 36 [5.180 GHz]"	""	"0 Stations, 57% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:50:00	""	"eduroam"	""	""	-77	54	"3"	"Ch 6 [2.437 GHz]"	""	"3 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:50:02	""	"TUD-facility"	""	""	-77	54	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:50:01	""	"tudelft-dastud"	""	""	-77	54	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 23% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	22:10:A3:63:90:43	""	"Kimi wa shoujo na no?"	""	""	-75	60	""	"Ch 1 [2.412 GHz]"	""	""	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:66:C0	""	"eduroam"	""	""	-75	60	"0"	"Ch 6 [2.437 GHz]"	""	"0 Stations, 36% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:41	""	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:52	""	"TUD-facility"	""	""	-74	63	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 14% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:51	""	"tudelft-dastud"	""	""	-74	63	"0"	"Ch 48 [5.240 GHz]"	""	"0 Stations, 14% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:50	""	"eduroam"	""	""	-74	63	"41"	"Ch 48 [5.240 GHz]"	""	"41 Stations, 14% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:40	""	"eduroam"	""	""	-74	63	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:99:42	""	"TUD-facility"	""	""	-72	69	"0"	"Ch 1 [2.412 GHz]"	""	"0 Stations, 54% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:F2	""	"TUD-facility"	""	""	-62	78	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:F1	""	"tudelft-dastud"	""	""	-62	78	"0"	"Ch 64 [5.320 GHz]"	""	"0 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:F0	""	"eduroam"	""	""	-62	78	"15"	"Ch 64 [5.320 GHz]"	""	"15 Stations, 6% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:E2	""	"TUD-facility"	""	""	-62	78	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:E1	""	"tudelft-dastud"	""	""	-62	78	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:EA:E0	""	"eduroam"	""	""	-62	78	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 16% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:D2	""	"TUD-facility"	""	""	-61	79	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 11% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:D1	""	"tudelft-dastud"	""	""	-61	79	"0"	"Ch 44 [5.220 GHz]"	""	"0 Stations, 11% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:D0	""	"eduroam"	""	""	-61	79	"5"	"Ch 44 [5.220 GHz]"	""	"5 Stations, 11% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:C2	""	"TUD-facility"	""	""	-58	80	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 41% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:C1	""	"tudelft-dastud"	""	""	-58	80	"0"	"Ch 11 [2.462 GHz]"	""	"0 Stations, 41% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:A8:C0	""	"eduroam"	""	"Connected AP"	-58	80	"1"	"Ch 11 [2.462 GHz]"	""	"1 Station, 41% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:34 AM	D0:4D:C6:F2:50:10	""	"eduroam"	""	""	-80	45	"14"	"Ch 36 [5.180 GHz]"	""	"14 Stations, 57% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
15-Dec-23 11:43:39 AM	1C:28:AF:5B:E9:B0	""	"eduroam"	""	""	-91	12	"27"	"Ch 100 [5.500 GHz]"	""	"27 Stations, 13% Channel Utilization"	"Wi-Fi [MediaTek Wi-Fi 6 MT7921 Wireless LAN Card]"
